ID,Team.Name,Public.Score,Public.Rank,Private.Score,Private.Rank,Delta.Score,Delta.Rank
1703,Colin Tobing,0.62931,1616,0.62213,1702,-0.00718,86
1704,Michael Petry,0.62931,1618,0.62213,1703,-0.00718,85
1705,Elodielee,0.62931,1619,0.62213,1704,-0.00718,85
1706,Ramasubramani,0.62931,1620,0.62213,1705,-0.00718,85
1707,J Asif,0.65805,99,0.62213,1706,-0.03592,1607
1708,nabil,0.62931,1622,0.62213,1707,-0.00718,85
1709,JiashuTao,0.62931,1624,0.62213,1708,-0.00718,84
1710,andrea82,0.63075,1410,0.62213,1709,-0.00862,299
1711,au3ke,0.62787,1782,0.62213,1710,-0.00574,-72
1712,Rick-P,0.63218,1317,0.62213,1711,-0.01005,394
1713,jam1763,0.62500,1945,0.62213,1712,-0.00287,-233
1714,Sylvio,0.62787,1783,0.62213,1713,-0.00574,-70
1715,Sebastien42,0.64080,726,0.62213,1714,-0.01867,988
1716,Qnight,0.62931,1634,0.62213,1715,-0.00718,81
1717,avato-Schmieg,0.62931,1635,0.62213,1716,-0.00718,81
1718,paulsunny,0.62931,1636,0.62213,1717,-0.00718,81
1719,Jason,0.63075,1420,0.62213,1718,-0.00862,298
1720,mfontcada,0.64943,308,0.62213,1719,-0.02730,1411
1721,AlexanderPapen,0.63075,1411,0.62213,1720,-0.00862,309
1722,MichaelChen_98,0.63362,1195,0.62213,1721,-0.01149,526
1723,Luisa Helena,0.62931,1642,0.62213,1722,-0.00718,80
1724,RBramStew,0.62931,1643,0.62213,1723,-0.00718,80
1725,Prabakaran,0.62931,1644,0.62213,1724,-0.00718,80
1726,Bevan Ward,0.63506,1115,0.62213,1725,-0.01293,610
1727,RGayol,0.63075,1412,0.62213,1726,-0.00862,314
1728,HristoEvtimov,0.62931,1645,0.62213,1727,-0.00718,82
1729,alenotari6,0.62931,1646,0.62213,1728,-0.00718,82
1730,BHPatton,0.63362,1198,0.62213,1729,-0.01149,531
1731,Yanlin,0.62931,1649,0.62213,1730,-0.00718,81
1732,Michael P Murphy,0.62931,1650,0.62213,1731,-0.00718,81
1733,Jiali,0.62931,1651,0.62213,1732,-0.00718,81
1734,rjaraya,0.65086,268,0.62213,1733,-0.02873,1465
1735,MarinaThome,0.62787,1790,0.62213,1734,-0.00574,-56
1736,Muhomorik,0.62787,1792,0.62213,1735,-0.00574,-57
1737,satou,0.62931,1660,0.62213,1736,-0.00718,76
1738,hulk_baba,0.62931,1661,0.62213,1737,-0.00718,76
1739,mrig61,0.62931,1662,0.62213,1738,-0.00718,76
1740,Anindya,0.62069,2108,0.62213,1739,0.00144,-369
1741,Miky,0.62644,1878,0.62213,1740,-0.00431,-138
1742,Arpit Sinha,0.62931,1665,0.62213,1741,-0.00718,76
1743,DavidMorris,0.64224,636,0.62213,1742,-0.02011,1106
1744,LuizGuilhermeOliveira,0.62931,1668,0.62213,1743,-0.00718,75
1745,Matt Alexander,0.61782,2407,0.62213,1744,0.00431,-663
1746,kleinmeisje,0.63218,1320,0.62213,1745,-0.01005,425
1747,RamizRahman,0.62931,1671,0.62213,1746,-0.00718,75
1748,fofx,0.62931,1672,0.62213,1747,-0.00718,75
1749,pajech,0.61207,2493,0.62213,1748,0.01006,-745
1750,CharlesStumpf,0.62931,1676,0.62213,1749,-0.00718,73
1751,Darren McKenzie,0.63362,1236,0.62213,1750,-0.01149,514
1752,sisichan,0.62931,1679,0.62213,1751,-0.00718,72
1753,Adam Dodd,0.62931,1680,0.62213,1752,-0.00718,72
1754,JonasKocevar,0.62931,1681,0.62213,1753,-0.00718,72
1755,LoganHarris,0.62931,1686,0.62213,1754,-0.00718,68
1756,Alexander Kosenko,0.62931,1687,0.62213,1755,-0.00718,68
1757,ed_mcdill,0.62787,1800,0.62213,1756,-0.00574,-44
1758,Jocelino,0.62931,1688,0.62213,1757,-0.00718,69
1759,agent47,0.61925,2292,0.62213,1758,0.00288,-534
1760,DianaNario,0.66092,84,0.62213,1759,-0.03879,1675
1761,Erick.Gordon,0.62644,1885,0.62213,1760,-0.00431,-125
1762,abhinavB,0.63649,1034,0.62213,1761,-0.01436,727
1763,Pragya Kumar,0.62931,1691,0.62213,1762,-0.00718,71
1764,AusTPkaggle,0.62931,1692,0.62213,1763,-0.00718,71
1765,Alen Pavlovic,0.62931,1694,0.62213,1764,-0.00718,70
1766,AkilezKrish,0.62931,1695,0.62213,1765,-0.00718,70
1767,Tim Chaffe,0.63218,1292,0.62213,1766,-0.01005,474
1768,Neetika,0.62931,1696,0.62213,1767,-0.00718,71
1769,SHIVAM,0.64080,768,0.62213,1768,-0.01867,1000
1770,Kumar.B,0.64368,576,0.62213,1769,-0.02155,1193
1771,Nikifor,0.64799,376,0.62213,1770,-0.02586,1394
1772,Predictor,0.62500,1962,0.62213,1771,-0.00287,-191
1773,kjacobus,0.63793,943,0.62213,1772,-0.01580,829
1774,ferreat,0.62931,1700,0.62213,1773,-0.00718,73
1775,sotk13,0.62931,1701,0.62213,1774,-0.00718,73
1776,TeerarojChanchokpong,0.62931,1705,0.62213,1775,-0.00718,70
1777,Ketan Gupta,0.62931,1706,0.62213,1776,-0.00718,70
1778,Bill Weston,0.63937,846,0.62213,1777,-0.01724,931
1779,Michael,0.62931,1707,0.62213,1778,-0.00718,71
1780,Steven Tey,0.61925,2325,0.62213,1779,0.00288,-546
1781,Bhaskar,0.62500,1961,0.62213,1780,-0.00287,-181
1782,CaptainTeach,0.62069,2123,0.62213,1781,0.00144,-342
1783,dumak,0.62931,1712,0.62213,1782,-0.00718,70
1784,spa,0.63793,935,0.62213,1783,-0.01580,848
1785,MAkashKumar,0.65230,237,0.62213,1784,-0.03017,1547
1786,SagarPatel,0.62356,2030,0.62213,1785,-0.00143,-245
1787,secondelement,0.64511,519,0.62213,1786,-0.02298,1267
1788,Jozef Hergott,0.63793,936,0.62213,1787,-0.01580,851
1789,natksi,0.62931,1714,0.62213,1788,-0.00718,74
1790,Helen 2,0.62931,1715,0.62213,1789,-0.00718,74
1791,loaita,0.62213,2075,0.62213,1790,0.00000,-285
1792,Stiff Richard,0.63506,1133,0.62213,1791,-0.01293,658
1793,HelbertLino,0.63362,1196,0.62213,1792,-0.01149,596
1794,MichaelEllison,0.62931,1717,0.62213,1793,-0.00718,76
1795,kasimsaeed,0.62931,1718,0.62213,1794,-0.00718,76
1796,Utkarsh Dubey,0.61925,2192,0.62213,1795,0.00288,-397
1797,Sukanya Sehgal,0.62931,1719,0.62213,1796,-0.00718,77
1798,CJelges,0.62931,1721,0.62213,1797,-0.00718,76
1799,Vikas Kumar,0.63649,1050,0.62213,1798,-0.01436,748
1800,GopeshDwivedi,0.62931,1722,0.62213,1799,-0.00718,77
1801,Jack Davy,0.60489,2561,0.62213,1800,0.01724,-761
1802,GuilhermeGervasoni,0.63362,1232,0.62213,1801,-0.01149,569
1803,AlexeyMaloletkin,0.64080,757,0.62213,1802,-0.01867,1045
1804,A_E_Cook,0.61207,2497,0.62213,1803,0.01006,-694
1805,Henrique Franco,0.62931,1726,0.62213,1804,-0.00718,78
1806,ALQU,0.62931,1727,0.62213,1805,-0.00718,78
1807,Sky Yin,0.62931,1728,0.62213,1806,-0.00718,78
1808,faraday,0.63218,1356,0.62213,1807,-0.01005,451
1809,Rohit,0.63218,1357,0.62213,1808,-0.01005,451
1810,Kolusu,0.62931,1729,0.62213,1809,-0.00718,80
1811,yaningchau,0.62931,1730,0.62213,1810,-0.00718,80
1812,ZilefniRodríguez,0.63362,1235,0.62213,1811,-0.01149,576
1813,kapowpow,0.60920,2518,0.62213,1812,0.01293,-706
1814,melwuong,0.63075,1451,0.62213,1813,-0.00862,362
1815,gabichen,0.62931,1732,0.62213,1814,-0.00718,82
1816,AlexHung,0.61207,2499,0.62213,1815,0.01006,-684
1817,Sajjan Mishra,0.63362,1242,0.62213,1816,-0.01149,574
1818,ArunVerma,0.62931,1733,0.62213,1817,-0.00718,84
1819,PrinceThomas,0.63218,1339,0.62213,1818,-0.01005,479
1820,Ming,0.63218,1275,0.62213,1819,-0.01005,544
1821,ask4it,0.61494,2458,0.62213,1820,0.00719,-638
1822,anshu shukla,0.62931,1734,0.62213,1821,-0.00718,87
1823,EricParker,0.62931,1735,0.62213,1822,-0.00718,87
1824,Z-boson,0.63937,866,0.62213,1823,-0.01724,957
1825,RitwikSiddhartha,0.62931,1737,0.62213,1824,-0.00718,87
1826,Kapil Paniker,0.61351,2478,0.62213,1825,0.00862,-653
1827,Sylwunia,0.62931,1738,0.62213,1826,-0.00718,88
1828,HugoAlmeida,0.63793,938,0.62213,1827,-0.01580,889
1829,SiyeonPark,0.62931,1739,0.62213,1828,-0.00718,89
1830,Asif Neyaz Azeez,0.62931,1740,0.62213,1829,-0.00718,89
1831,albert,0.62931,1744,0.62213,1830,-0.00718,86
1832,ultimateshivam,0.62931,1741,0.62213,1831,-0.00718,90
1833,ZhalgasSerimbetov,0.62931,1746,0.62213,1832,-0.00718,86
1834,SHASWATA ROY 2,0.62931,1747,0.62213,1833,-0.00718,86
1835,Rahul Bhasin,0.63362,1223,0.62213,1834,-0.01149,611
1836,Zola,0.62931,1748,0.62213,1835,-0.00718,87
1837,vanBee,0.62931,1749,0.62213,1836,-0.00718,87
1838,PedroSugimoto,0.64943,338,0.62213,1837,-0.02730,1499
1839,ManginasEpameinondas,0.62213,2082,0.62213,1838,0.00000,-244
1840,Jarek,0.62500,1983,0.62213,1839,-0.00287,-144
1841,annak2,0.63506,1153,0.62213,1840,-0.01293,687
1842,Sree Vadlamani,0.62931,1753,0.62213,1841,-0.00718,88
1843,uvamic,0.62931,1754,0.62213,1842,-0.00718,88
1844,Md Tipu Sultan,0.62787,1827,0.62213,1843,-0.00574,16
1845,TomLee,0.62931,1755,0.62213,1844,-0.00718,89
1846,Dirk,0.62931,1756,0.62213,1845,-0.00718,89
1847,larrywhysall,0.63506,1157,0.62213,1846,-0.01293,689
1848,AlexeyParfenov,0.62644,1832,0.62069,1847,-0.00575,15
1849,sq01,0.63075,1382,0.62069,1848,-0.01006,466
1850,Dave_O,0.64511,491,0.62069,1849,-0.02442,1358
1851,Sylvain,0.62356,1989,0.62069,1850,-0.00287,-139
1852,JayaChandraBalusu,0.64080,694,0.62069,1851,-0.02011,1157
1853,Dorota,0.63218,1267,0.62069,1852,-0.01149,585
1854,Katrina,0.64224,601,0.62069,1853,-0.02155,1252
1855,jayant,0.61638,2425,0.62069,1854,0.00431,-571
1856,LGM,0.63649,972,0.62069,1855,-0.01580,883
1857,RocíoRamos,0.64799,358,0.62069,1856,-0.02730,1498
1858,CharlieBrummitt,0.62931,1528,0.62069,1857,-0.00862,329
1859,micx,0.64511,483,0.62069,1858,-0.02442,1375
1860,Pelie,0.62787,1768,0.62069,1859,-0.00718,91
1861,David HUI,0.61925,2193,0.62069,1860,0.00144,-333
1862,Andrey Golubtsov,0.62213,2047,0.62069,1861,-0.00144,-186
1863,Bruno Betoni Parodi,0.61925,2200,0.62069,1862,0.00144,-338
1864,AdamSeering,0.62356,2000,0.62069,1863,-0.00287,-137
1865,Alexey Smirnov,0.63218,1282,0.62069,1864,-0.01149,582
1866,Lampostil,0.61925,2206,0.62069,1865,0.00144,-341
1867,David C.,0.64799,348,0.62069,1866,-0.02730,1518
1868,Alessio Spadaro,0.63793,954,0.62069,1867,-0.01724,913
1869,LynnCooke,0.63075,1437,0.62069,1868,-0.01006,431
1870,ebm001,0.66667,39,0.62069,1869,-0.04598,1830
1871,Francisco Moreno,0.64799,382,0.62069,1870,-0.02730,1488
1872,Bpunktmpunkt,0.64799,357,0.62069,1871,-0.02730,1514
1873,Kevin Vick,0.66236,61,0.62069,1872,-0.04167,1811
1874,AkashGupta,0.63218,1303,0.62069,1873,-0.01149,570
1875,ajayrao,0.62644,1866,0.62069,1874,-0.00575,8
1876,Parram,0.64511,487,0.62069,1875,-0.02442,1388
1877,Mudit Kulshrestha,0.63362,1200,0.62069,1876,-0.01293,676
1878,starr,0.62069,2104,0.62069,1877,0.00000,-227
1879,CarlosAndresBotero,0.62931,1656,0.62069,1878,-0.00862,222
1880,Vijay-,0.64080,731,0.62069,1879,-0.02011,1148
1881,MarkoLoren?i?,0.63506,1122,0.62069,1880,-0.01437,758
1882,panzerbadger,0.63218,1308,0.62069,1881,-0.01149,573
1883,AnSVad,0.63075,1419,0.62069,1882,-0.01006,463
1884,TomCardozo,0.63937,856,0.62069,1883,-0.01868,1027
1885,Lendoxia,0.59483,2767,0.62069,1884,0.02586,-883
1886,GabrielChiararia,0.63362,1207,0.62069,1885,-0.01293,678
1887,OOly,0.61351,2475,0.62069,1886,0.00718,-589
1888,christophelefevre,0.63793,926,0.62069,1887,-0.01724,961
1889,PaulO,0.62500,1985,0.62069,1888,-0.00431,-97
1890,Fernando,0.62644,1886,0.62069,1889,-0.00575,3
1891,vdxiaozhang,0.63218,1351,0.62069,1890,-0.01149,539
1892,Ankur 2,0.63793,934,0.62069,1891,-0.01724,957
1893,siddharthkhandelwal,0.61925,2294,0.62069,1892,0.00144,-402
1894,Patrick0,0.63218,1348,0.62069,1893,-0.01149,545
1895,YuanTIAN,0.65374,191,0.62069,1894,-0.03305,1703
1896,Yiorgos,0.64080,749,0.62069,1895,-0.02011,1146
1897,JeremyHopkins,0.63937,853,0.62069,1896,-0.01868,1043
1898,Mike Minio,0.63649,1053,0.62069,1897,-0.01580,844
1899,Andrew Ward,0.64368,582,0.62069,1898,-0.02299,1316
1900,powersj,0.62500,1969,0.62069,1899,-0.00431,-70
1901,Herculish,0.62500,1968,0.62069,1900,-0.00431,-68
1902,Navin Michael,0.62213,2066,0.62069,1901,-0.00144,-165
1903,singidunumx,0.63649,1025,0.62069,1902,-0.01580,877
1904,Elmer,0.63649,1057,0.62069,1903,-0.01580,846
1905,ashu,0.61925,2353,0.62069,1904,0.00144,-449
1906,tkiraly,0.60632,2548,0.62069,1905,0.01437,-643
1907,Mayank Garg,0.64799,396,0.62069,1906,-0.02730,1510
1908,eviem,0.64368,587,0.62069,1907,-0.02299,1320
1909,Chris Silva,0.62500,1973,0.62069,1908,-0.00431,-65
1910,Alex A.,0.63362,1241,0.62069,1909,-0.01293,668
1911,Maarten Majoor,0.63075,1456,0.62069,1910,-0.01006,454
1912,Dennis Rhodes,0.63506,1150,0.62069,1911,-0.01437,761
1913,Abhiraman G C L,0.62931,1648,0.62069,1912,-0.00862,264
1914,Sathish,0.62644,1906,0.62069,1913,-0.00575,7
1915,NRKN,0.63075,1459,0.62069,1914,-0.01006,455
1916,woa46000,0.62356,2039,0.62069,1915,-0.00287,-124
1917,sumedh,0.62500,1980,0.62069,1916,-0.00431,-64
1918,CourteousL,0.62069,2140,0.62069,1917,0.00000,-223
1919,Keshav,0.61782,2424,0.62069,1918,0.00287,-506
1920,ChrisDeAngelis,0.62644,1831,0.61925,1919,-0.00719,88
1921,Chandan Verma,0.60776,2530,0.61925,1920,0.01149,-610
1922,datascientist,0.65517,138,0.61925,1921,-0.03592,1783
1923,danJus,0.63649,1004,0.61925,1922,-0.01724,918
1924,mskathleen,0.61351,2466,0.61925,1923,0.00574,-543
1925,FlowFy,0.62213,2043,0.61925,1924,-0.00288,-119
1926,Jose Millan,0.65661,118,0.61925,1925,-0.03736,1807
1927,joeq,0.63506,1083,0.61925,1926,-0.01581,843
1928,edkwan,0.62931,1505,0.61925,1927,-0.01006,422
1929,Jerome,0.63649,1009,0.61925,1928,-0.01724,919
1930,Alan Tovar,0.63075,1435,0.61925,1929,-0.01150,494
1931,JSun,0.62931,1537,0.61925,1930,-0.01006,393
1932,Simon Lipp,0.63218,1277,0.61925,1931,-0.01293,654
1933,UlaLa,0.60632,2541,0.61925,1932,0.01293,-609
1934,Sudipta 2,0.62356,2001,0.61925,1933,-0.00431,-68
1935,Oxnard,0.63506,1096,0.61925,1934,-0.01581,838
1936,humptyton,0.61925,2207,0.61925,1935,0.00000,-272
1937,Pavan,0.62787,1774,0.61925,1936,-0.00862,162
1938,Ronald CHAN,0.64655,423,0.61925,1937,-0.02730,1514
1939,Hien Nguyen,0.62787,1776,0.61925,1938,-0.00862,162
1940,balima78,0.63362,1180,0.61925,1939,-0.01437,759
1941,remicnrd,0.62069,2098,0.61925,1940,-0.00144,-158
1942,EvanCurnow,0.61207,2487,0.61925,1941,0.00718,-546
1943,MeganBeckett,0.63649,982,0.61925,1942,-0.01724,960
1944,BrunoLana,0.63362,1177,0.61925,1943,-0.01437,766
1945,RyanFonnett,0.61063,2505,0.61925,1944,0.00862,-561
1946,angelos54,0.64655,428,0.61925,1945,-0.02730,1517
1947,MattZ,0.62213,2053,0.61925,1946,-0.00288,-107
1948,matejp,0.65086,295,0.61925,1947,-0.03161,1652
1949,cfjensen,0.63649,1002,0.61925,1948,-0.01724,946
1950,Sunny Shetti,0.62644,1873,0.61925,1949,-0.00719,76
1951,J.TYAGARAJA,0.63362,1230,0.61925,1950,-0.01437,720
1952,ddm1004,0.62356,2014,0.61925,1951,-0.00431,-63
1953,jacopo,0.61925,2165,0.61925,1952,0.00000,-213
1954,SangeethaKarthik,0.64943,322,0.61925,1953,-0.03018,1631
1955,Prasad,0.59914,2694,0.61925,1954,0.02011,-740
1956,Andronov,0.63649,1048,0.61925,1955,-0.01724,907
1957,sangita garg,0.64080,733,0.61925,1956,-0.02155,1223
1958,sash,0.64943,317,0.61925,1957,-0.03018,1640
1959,Usman Khaliq,0.66236,64,0.61925,1958,-0.04311,1894
1960,tdziob,0.63506,1119,0.61925,1959,-0.01581,840
1961,KannaponPakdee,0.60632,2545,0.61925,1960,0.01293,-585
1962,Dmitri,0.62787,1802,0.61925,1961,-0.00862,159
1963,jegrams,0.63218,1338,0.61925,1962,-0.01293,624
1964,Motasem Salem,0.62069,2113,0.61925,1963,-0.00144,-150
1965,kirvine,0.65374,185,0.61925,1964,-0.03449,1779
1966,ptownbballer,0.63506,1127,0.61925,1965,-0.01581,838
1967,Priyanka,0.63218,1344,0.61925,1966,-0.01293,622
1968,sms,0.64511,518,0.61925,1967,-0.02586,1449
1969,PraveenKM,0.65948,92,0.61925,1968,-0.04023,1876
1970,ABCDE,0.62787,1808,0.61925,1969,-0.00862,161
1971,littly,0.61638,2437,0.61925,1970,0.00287,-467
1972,Tom Au,0.63649,1044,0.61925,1971,-0.01724,927
1973,Alexandros,0.63649,1045,0.61925,1972,-0.01724,927
1974,Suhas Iyer,0.62787,1810,0.61925,1973,-0.00862,163
1975,"T. ""Nick"" S.",0.63793,942,0.61925,1974,-0.01868,1032
1976,RicardoE.Hernandez,0.63218,1360,0.61925,1975,-0.01293,615
1977,Oleksandr Osadchyi,0.62069,2132,0.61925,1976,-0.00144,-156
1978,nickkaggle,0.59626,2761,0.61925,1977,0.02299,-784
1979,SourabhMahapatro,0.62644,1904,0.61925,1978,-0.00719,74
1980,SahilGandhi,0.64655,448,0.61925,1979,-0.02730,1531
1981,Don T,0.62500,1940,0.61925,1980,-0.00575,40
1982,ADominguez,0.61925,2375,0.61925,1981,0.00000,-394
1983,ryangr,0.63075,1463,0.61925,1982,-0.01150,519
1984,Spartan_33,0.63218,1313,0.61925,1983,-0.01293,670
1985,KokWeng,0.62931,1757,0.61925,1984,-0.01006,227
1986,ArronSlattery,0.62644,1830,0.61782,1985,-0.00862,155
1987,Vatsal Kaushik,0.64511,465,0.61782,1986,-0.02729,1521
1988,QuantumVision,0.61351,2464,0.61782,1987,0.00431,-477
1989,Roman Mozil,0.63937,843,0.61782,1988,-0.02155,1145
1990,Mudit,0.63937,784,0.61782,1989,-0.02155,1205
1991,KevinLoftis,0.61925,2167,0.61782,1990,-0.00143,-177
1992,DhruuvAgarwal,0.65805,100,0.61782,1991,-0.04023,1891
1993,Razumikhin,0.57471,2803,0.61782,1992,0.04311,-811
1994,superchicken,0.64943,304,0.61782,1993,-0.03161,1689
1995,PedroCiancaglini,0.63506,1085,0.61782,1994,-0.01724,909
1996,Peter Szubotin,0.63937,797,0.61782,1995,-0.02155,1198
1997,VinodKudva,0.62500,1926,0.61782,1996,-0.00718,70
1998,VidyaMShankar,0.61782,2394,0.61782,1997,0.00000,-397
1999,breizh,0.62500,1935,0.61782,1998,-0.00718,63
2000,AntoineBossard,0.62356,1999,0.61782,1999,-0.00574,0
2001,Beefsports,0.63937,803,0.61782,2000,-0.02155,1197
2002,craigs_telnar,0.64224,623,0.61782,2001,-0.02442,1378
2003,stefan13kg,0.65805,102,0.61782,2002,-0.04023,1900
2004,goodie,0.62500,1936,0.61782,2003,-0.00718,67
2005,hugo,0.63218,1301,0.61782,2004,-0.01436,703
2006,DanBurns,0.61351,2471,0.61782,2005,0.00431,-466
2007,EdwardC,0.62500,1941,0.61782,2006,-0.00718,65
2008,Ankur,0.63506,1111,0.61782,2007,-0.01724,896
2009,Toon,0.61638,2433,0.61782,2008,0.00144,-425
2010,zaragatan,0.64368,562,0.61782,2009,-0.02586,1447
2011,36617,0.62356,2016,0.61782,2010,-0.00574,-6
2012,Justyna Ilczuk,0.62644,1868,0.61782,2011,-0.00862,143
2013,AshleyMaglaqui,0.62069,2102,0.61782,2012,-0.00287,-90
2014,MiguelLlana,0.63937,778,0.61782,2013,-0.02155,1235
2015,Pawe? Sad?owski,0.64224,639,0.61782,2014,-0.02442,1375
2016,Noureldin yosri,0.63649,1007,0.61782,2015,-0.01867,1008
2017,TatianaCanales,0.61638,2432,0.61782,2016,0.00144,-416
2018,manishameena,0.61207,2492,0.61782,2017,0.00575,-475
2019,ITorelli,0.63937,824,0.61782,2018,-0.02155,1194
2020,dctb13,0.64511,500,0.61782,2019,-0.02729,1519
2021,JeremyHarrington,0.62931,1667,0.61782,2020,-0.01149,353
2022,DatNgo,0.62213,2058,0.61782,2021,-0.00431,-37
2023,yatinla,0.64224,626,0.61782,2022,-0.02442,1396
2024,sunbeam,0.62069,2110,0.61782,2023,-0.00287,-87
2025,trina,0.63362,1208,0.61782,2024,-0.01580,816
2026,Sanjeev Kumar Pandey,0.63075,1426,0.61782,2025,-0.01293,599
2027,RichardFeng,0.61351,2473,0.61782,2026,0.00431,-447
2028,MiguelAlcalde,0.65374,187,0.61782,2027,-0.03592,1840
2029,stamaty,0.63075,1427,0.61782,2028,-0.01293,601
2030,Max Sokolov,0.61925,2251,0.61782,2029,-0.00143,-222
2031,Manoj,0.62787,1823,0.61782,2030,-0.01005,207
2032,fsb1284,0.63218,1355,0.61782,2031,-0.01436,676
2033,DmitriVillevald,0.61638,2435,0.61782,2032,0.00144,-403
2034,dougabug,0.62213,2067,0.61782,2033,-0.00431,-34
2035,aelena1,0.62213,2079,0.61782,2034,-0.00431,-45
2036,Tatsuro Sato,0.62069,2136,0.61782,2035,-0.00287,-101
2037,Metapiou,0.64368,590,0.61782,2036,-0.02586,1446
2038,davidog,0.66092,82,0.61782,2037,-0.04310,1955
2039,NagarajV,0.64224,679,0.61782,2038,-0.02442,1359
2040,Jagannadh,0.62500,1981,0.61782,2039,-0.00718,58
2041,Cyril Brunet,0.62931,1752,0.61782,2040,-0.01149,288
2042,blebreton,0.63649,1068,0.61782,2041,-0.01867,973
2043,DavP,0.63075,1380,0.61638,2042,-0.01437,662
2044,Jayhawk1900,0.62644,1834,0.61638,2043,-0.01006,209
2045,Maxim Mironov,0.63793,879,0.61638,2044,-0.02155,1165
2046,Thummanoon Kunanuntakij,0.62213,2042,0.61638,2045,-0.00575,3
2047,MatthewHarris,0.61925,2336,0.61638,2046,-0.00287,-290
2048,Matti Blume,0.61494,2440,0.61638,2047,0.00144,-393
2049,pfeifn,0.62356,1993,0.61638,2048,-0.00718,55
2050,Derrick,0.62356,1997,0.61638,2049,-0.00718,52
2051,Sachin Gupta,0.63075,1398,0.61638,2050,-0.01437,652
2052,Dilip Lalwani,0.63937,787,0.61638,2051,-0.02299,1264
2053,TimChan,0.63362,1171,0.61638,2052,-0.01724,881
2054,kuro.souza,0.60776,2525,0.61638,2053,0.00862,-472
2055,DeryaBickici,0.60776,2527,0.61638,2054,0.00862,-473
2056,singhn9,0.62069,2095,0.61638,2055,-0.00431,-40
2057,NeilCaren,0.61925,2299,0.61638,2056,-0.00287,-243
2058,Alexandr,0.61782,2395,0.61638,2057,-0.00144,-338
2059,tayidat,0.63506,1126,0.61638,2058,-0.01868,932
2060,ChAndrei,0.61782,2399,0.61638,2059,-0.00144,-340
2061,kavya,0.62931,1613,0.61638,2060,-0.01293,447
2062,Jon Buffington,0.64080,721,0.61638,2061,-0.02442,1340
2063,Christian,0.65230,218,0.61638,2062,-0.03592,1844
2064,MridulGangwar,0.62787,1784,0.61638,2063,-0.01149,279
2065,Diogo Pires Aurélio,0.63362,1193,0.61638,2064,-0.01724,871
2066,NeoGo,0.62644,1874,0.61638,2065,-0.01006,191
2067,BillStinkwater,0.63506,1112,0.61638,2066,-0.01868,954
2068,Hang Le,0.63075,1428,0.61638,2067,-0.01437,639
2069,Alina_Xue,0.64080,739,0.61638,2068,-0.02442,1329
2070,HuberDiazPinzon,0.62644,1894,0.61638,2069,-0.01006,175
2071,SimonBrunner,0.62069,2109,0.61638,2070,-0.00431,-39
2072,eperry4750,0.62213,2054,0.61638,2071,-0.00575,17
2073,Sasi,0.66810,35,0.61638,2072,-0.05172,2037
2074,NickCP,0.63937,828,0.61638,2073,-0.02299,1245
2075,ahgfatl,0.61063,2507,0.61638,2074,0.00575,-433
2076,richaag,0.64511,507,0.61638,2075,-0.02873,1568
2077,MiguelCossio,0.62644,1890,0.61638,2076,-0.01006,186
2078,mlrn,0.62500,1954,0.61638,2077,-0.00862,123
2079,Eric D,0.64511,510,0.61638,2078,-0.02873,1568
2080,IliyanDraganov,0.62069,2114,0.61638,2079,-0.00431,-35
2081,Walid84,0.64368,572,0.61638,2080,-0.02730,1508
2082,stylke,0.63075,1431,0.61638,2081,-0.01437,650
2083,Nikita,0.62069,2117,0.61638,2082,-0.00431,-35
2084,Manuel,0.64224,674,0.61638,2083,-0.02586,1409
2085,AdiDassler,0.62644,1892,0.61638,2084,-0.01006,192
2086,Pranav,0.63075,1440,0.61638,2085,-0.01437,645
2087,AlexandreDeiche,0.62069,2119,0.61638,2086,-0.00431,-33
2088,Amos Fang,0.63075,1443,0.61638,2087,-0.01437,644
2089,Transpash,0.62356,2031,0.61638,2088,-0.00718,57
2090,AnSh,0.61063,2510,0.61638,2089,0.00575,-421
2091,MeLearner,0.62069,2128,0.61638,2090,-0.00431,-38
2092,Gonzalo,0.62069,2127,0.61638,2091,-0.00431,-36
2093,dora,0.62931,1724,0.61638,2092,-0.01293,368
2094,André das Trevas,0.62069,2115,0.61638,2093,-0.00431,-22
2095,ni-hil,0.58908,2783,0.61638,2094,0.02730,-689
2096,Suchita Aggarwal,0.60201,2585,0.61638,2095,0.01437,-490
2097,FranekO,0.62644,1902,0.61638,2096,-0.01006,194
2098,Lsaa2014,0.62644,1910,0.61638,2097,-0.01006,187
2099,Gee,0.62500,1978,0.61638,2098,-0.00862,120
2100,KalyanAtchyutani,0.62356,2037,0.61638,2099,-0.00718,62
2101,DhrumilShah,0.62644,1905,0.61638,2100,-0.01006,195
2102,Silviu,0.61351,2482,0.61638,2101,0.00287,-381
2103,Jorge Luis Trigueros Cruz,0.64511,534,0.61638,2102,-0.02873,1568
2104,LorenzoBi,0.64943,297,0.61494,2103,-0.03449,1806
2105,FelipeGasparini,0.63218,1254,0.61494,2104,-0.01724,850
2106,Kurtis Pivert,0.62500,1914,0.61494,2105,-0.01006,191
2107,MehdiZare,0.63362,1167,0.61494,2106,-0.01868,939
2108,Nikolai Sitnikov,0.62069,2087,0.61494,2107,-0.00575,20
2109,off_by_one,0.62500,1922,0.61494,2108,-0.01006,186
2110,Aakash Sharan,0.66667,36,0.61494,2109,-0.05173,2073
2111,rajir,0.61782,2391,0.61494,2110,-0.00288,-281
